date,sector,k_month,obligors,defaulted,monthly_equivalent_default_rate
2010-09-30,Utilities,1,2068,5,0.0024177949709864605
2010-10-31,Basic Materials,1,1723,7,0.004062681369704005
2010-10-31,Capital Goods,1,1802,6,0.003329633740288568
2010-10-31,Consumer,1,1802,6,0.003329633740288568
2010-10-31,Energy,1,1826,5,0.002738225629791895
2010-10-31,Finance,1,1875,9,0.0048
2010-10-31,Healthcare,1,1967,5,0.002541942043721403
2010-10-31,Technology,1,1925,6,0.003116883116883117
2010-10-31,Utilities,1,2134,3,0.0014058106841611997
2010-11-30,Basic Materials,1,1627,5,0.003073140749846343
2010-11-30,Capital Goods,1,1761,11,0.006246450880181715
2010-11-30,Consumer,1,1816,7,0.003854625550660793
2010-11-30,Energy,1,1851,7,0.0037817396002160996
2010-11-30,Finance,1,1895,18,0.00949868073878628
2010-11-30,Healthcare,1,1913,5,0.0026136957658128594
2010-11-30,Technology,1,1906,5,0.0026232948583420775
2010-11-30,Utilities,1,1988,2,0.001006036217303823
2010-12-31,Basic Materials,1,1733,8,0.004616272360069244
2010-12-31,Capital Goods,1,1773,2,0.0011280315848843769
2010-12-31,Consumer,1,1686,6,0.0035587188612099642
2010-12-31,Energy,1,1778,2,0.0011248593925759281
2010-12-31,Finance,1,1959,14,0.0071465033180193975
2010-12-31,Healthcare,1,1926,10,0.005192107995846314
2010-12-31,Technology,1,1952,2,0.0010245901639344263
2010-12-31,Utilities,1,2048,3,0.00146484375
2011-01-31,Basic Materials,1,1666,7,0.004201680672268907
2011-01-31,Capital Goods,1,1655,7,0.004229607250755287
2011-01-31,Consumer,1,1771,8,0.004517221908526256
2011-01-31,Energy,1,1779,5,0.002810567734682406
2011-01-31,Finance,1,1938,9,0.0046439628482972135
2011-01-31,Healthcare,1,1983,4,0.002017145738779627
2011-01-31,Technology,1,1928,10,0.005186721991701245
2011-01-31,Utilities,1,2003,5,0.0024962556165751375
2011-02-28,Basic Materials,1,1680,5,0.002976190476190476
2011-02-28,Capital Goods,1,1796,6,0.0033407572383073497
2011-02-28,Consumer,1,1765,12,0.006798866855524079
2011-02-28,Energy,1,1749,14,0.008004574042309892
2011-02-28,Finance,1,1861,12,0.006448146157979581
2011-02-28,Healthcare,1,1871,1,0.0005344735435595938
2011-02-28,Technology,1,1731,6,0.0034662045060658577
2011-02-28,Utilities,1,1827,4,0.0021893814997263274
2011-03-31,Basic Materials,1,1770,16,0.00903954802259887
2011-03-31,Capital Goods,1,1747,7,0.004006868918145392
2011-03-31,Consumer,1,1676,10,0.0059665871121718375
2011-03-31,Energy,1,1793,3,0.0016731734523145567
2011-03-31,Finance,1,1861,10,0.0053734551316496505
2011-03-31,Healthcare,1,1935,6,0.0031007751937984496
2011-03-31,Technology,1,1971,4,0.0020294266869609334
2011-03-31,Utilities,1,2006,5,0.0024925224327018943
2011-04-30,Basic Materials,1,1714,6,0.003500583430571762
2011-04-30,Capital Goods,1,1697,2,0.0011785503830288745
2011-04-30,Consumer,1,1700,2,0.001176470588235294
2011-04-30,Energy,1,1764,5,0.002834467120181406
2011-04-30,Finance,1,1813,11,0.006067291781577496
2011-04-30,Healthcare,1,1752,3,0.0017123287671232876
2011-04-30,Technology,1,1898,6,0.003161222339304531
2011-04-30,Utilities,1,2011,5,0.002486325211337643
2011-05-31,Basic Materials,1,1526,2,0.001310615989515072
2011-05-31,Capital Goods,1,1744,13,0.007454128440366973
2011-05-31,Consumer,1,1631,5,0.0030656039239730227
2011-05-31,Energy,1,1729,7,0.004048582995951417
2011-05-31,Finance,1,1850,10,0.005405405405405406
2011-05-31,Healthcare,1,1636,2,0.0012224938875305623
2011-05-31,Technology,1,1947,4,0.002054442732408834
2011-05-31,Utilities,1,1966,3,0.001525940996948118
2011-06-30,Basic Materials,1,1675,5,0.0029850746268656717
2011-06-30,Capital Goods,1,1784,5,0.002802690582959641
2011-06-30,Consumer,1,1663,1,0.0006013229104028864
2011-06-30,Energy,1,1801,7,0.003886729594669628
2011-06-30,Finance,1,1825,9,0.004931506849315068
2011-06-30,Healthcare,1,1895,4,0.0021108179419525065
2011-06-30,Technology,1,1970,9,0.004568527918781726
2011-06-30,Utilities,1,2009,6,0.0029865604778496766
2011-07-31,Basic Materials,1,1504,2,0.0013297872340425532
2011-07-31,Capital Goods,1,1643,4,0.002434570906877663
2011-07-31,Consumer,1,1741,3,0.0017231476163124641
2011-07-31,Energy,1,1810,7,0.0038674033149171273
2011-07-31,Finance,1,1814,9,0.004961411245865491
2011-07-31,Healthcare,1,1778,0,0.0
2011-07-31,Technology,1,1949,1,0.000513083632632119
2011-07-31,Utilities,1,1952,7,0.003586065573770492
2011-08-31,Basic Materials,1,1718,3,0.0017462165308498253
2011-08-31,Capital Goods,1,1770,4,0.0022598870056497176
2011-08-31,Consumer,1,1719,3,0.0017452006980802793
2011-08-31,Energy,1,1691,5,0.0029568302779420462
2011-08-31,Finance,1,1765,9,0.0050991501416430595
2011-08-31,Healthcare,1,1912,2,0.0010460251046025104
2011-08-31,Technology,1,1906,6,0.0031479538300104933
2011-08-31,Utilities,1,1893,3,0.001584786053882726
2011-09-30,Basic Materials,1,1581,4,0.002530044275774826
2011-09-30,Capital Goods,1,1604,2,0.0012468827930174563
2011-09-30,Consumer,1,1662,2,0.0012033694344163659
2011-09-30,Energy,1,1757,4,0.0022766078542970974
2011-09-30,Finance,1,1866,6,0.003215434083601286
2011-09-30,Healthcare,1,1742,2,0.001148105625717566
2011-09-30,Technology,1,2033,3,0.0014756517461878996
2011-09-30,Utilities,1,2028,6,0.0029585798816568047
2011-10-31,Basic Materials,1,1571,1,0.0006365372374283895
2011-10-31,Capital Goods,1,1618,5,0.0030902348578491965
2011-10-31,Consumer,1,1669,4,0.002396644697423607
2011-10-31,Energy,1,1576,4,0.0025380710659898475
2011-10-31,Finance,1,1840,2,0.0010869565217391304
2011-10-31,Healthcare,1,1756,4,0.002277904328018223
2011-10-31,Technology,1,1957,3,0.0015329586101175269
2011-10-31,Utilities,1,2160,1,0.000462962962962963
2011-11-30,Basic Materials,1,1558,8,0.005134788189987163
2011-11-30,Capital Goods,1,1761,11,0.006246450880181715
2011-11-30,Consumer,1,1694,1,0.0005903187721369539
2011-11-30,Energy,1,1699,6,0.003531489111241907
2011-11-30,Finance,1,1746,8,0.004581901489117984
2011-11-30,Healthcare,1,1849,4,0.002163331530557058
2011-11-30,Technology,1,1814,1,0.0005512679162072767
2011-11-30,Utilities,1,2025,2,0.0009876543209876543
2011-12-31,Basic Materials,1,1623,11,0.006777572396796057
2011-12-31,Capital Goods,1,1691,3,0.0017740981667652277
2011-12-31,Consumer,1,1717,4,0.0023296447291788003
2011-12-31,Energy,1,1944,9,0.004629629629629629
2011-12-31,Finance,1,1691,7,0.004139562389118865
2011-12-31,Healthcare,1,1823,3,0.0016456390565002743
2011-12-31,Technology,1,1913,0,0.0
2011-12-31,Utilities,1,2042,2,0.0009794319294809011
2012-01-31,Basic Materials,1,1549,2,0.0012911555842479018
2012-01-31,Capital Goods,1,1627,2,0.001229256299938537
2012-01-31,Consumer,1,1681,4,0.002379535990481856
2012-01-31,Energy,1,1718,7,0.004074505238649592
2012-01-31,Finance,1,1675,6,0.003582089552238806
2012-01-31,Healthcare,1,1940,5,0.002577319587628866
2012-01-31,Technology,1,1953,3,0.0015360983102918587
2012-01-31,Utilities,1,2083,6,0.0028804608737397984
2012-02-29,Basic Materials,1,1552,9,0.005798969072164949
2012-02-29,Capital Goods,1,1587,6,0.003780718336483932
2012-02-29,Consumer,1,1740,10,0.005747126436781609
2012-02-29,Energy,1,1742,8,0.004592422502870264
2012-02-29,Finance,1,1716,2,0.0011655011655011655
2012-02-29,Healthcare,1,1819,2,0.0010995052226498076
2012-02-29,Technology,1,1944,6,0.0030864197530864196
2012-02-29,Utilities,1,2083,0,0.0
2012-03-31,Basic Materials,1,1491,3,0.002012072434607646
2012-03-31,Capital Goods,1,1651,8,0.004845548152634767
2012-03-31,Consumer,1,1652,6,0.0036319612590799033
2012-03-31,Energy,1,1641,9,0.005484460694698354
2012-03-31,Finance,1,1779,12,0.006745362563237774
2012-03-31,Healthcare,1,1705,5,0.002932551319648094
2012-03-31,Technology,1,1917,3,0.001564945226917058
2012-03-31,Utilities,1,1976,6,0.003036437246963563
2012-04-30,Basic Materials,1,1612,8,0.004962779156327543
2012-04-30,Capital Goods,1,1708,9,0.005269320843091335
2012-04-30,Consumer,1,1680,6,0.0035714285714285713
2012-04-30,Energy,1,1739,8,0.004600345025876941
2012-04-30,Finance,1,1840,2,0.0010869565217391304
2012-04-30,Healthcare,1,1832,2,0.001091703056768559
2012-04-30,Technology,1,1997,11,0.005508262393590386
2012-04-30,Utilities,1,2017,7,0.0034705007436787306
2012-05-31,Basic Materials,1,1552,4,0.002577319587628866
2012-05-31,Capital Goods,1,1637,6,0.0036652412950519244
2012-05-31,Consumer,1,1563,2,0.0012795905310300703
2012-05-31,Energy,1,1734,5,0.0028835063437139563
2012-05-31,Finance,1,1724,3,0.0017401392111368909
2012-05-31,Healthcare,1,1776,4,0.0022522522522522522
2012-05-31,Technology,1,1998,4,0.002002002002002002
2012-05-31,Utilities,1,2148,4,0.00186219739292365
2012-06-30,Basic Materials,1,1537,4,0.002602472348731295
2012-06-30,Capital Goods,1,1627,9,0.005531653349723417
2012-06-30,Consumer,1,1610,6,0.0037267080745341614
2012-06-30,Energy,1,1768,7,0.003959276018099547
2012-06-30,Finance,1,1771,4,0.002258610954263128
2012-06-30,Healthcare,1,1845,6,0.0032520325203252032
2012-06-30,Technology,1,1958,7,0.003575076608784474
2012-06-30,Utilities,1,2093,5,0.0023889154323936935
2012-07-31,Basic Materials,1,1616,12,0.007425742574257425
2012-07-31,Capital Goods,1,1624,6,0.003694581280788177
2012-07-31,Consumer,1,1665,8,0.004804804804804805
2012-07-31,Energy,1,1778,12,0.006749156355455568
2012-07-31,Finance,1,1833,22,0.012002182214948172
2012-07-31,Healthcare,1,1796,5,0.0027839643652561247
2012-07-31,Technology,1,2016,4,0.001984126984126984
2012-07-31,Utilities,1,2062,2,0.0009699321047526673
2012-08-31,Basic Materials,1,1380,5,0.0036231884057971015
2012-08-31,Capital Goods,1,1604,5,0.003117206982543641
2012-08-31,Consumer,1,1633,2,0.001224739742804654
2012-08-31,Energy,1,1595,11,0.006896551724137931
2012-08-31,Finance,1,1691,12,0.007096392667060911
2012-08-31,Healthcare,1,1860,5,0.002688172043010753
2012-08-31,Technology,1,1962,6,0.0030581039755351682
2012-08-31,Utilities,1,2078,4,0.0019249278152069298
2012-09-30,Basic Materials,1,1618,3,0.001854140914709518
2012-09-30,Capital Goods,1,1589,7,0.004405286343612335
2012-09-30,Consumer,1,1699,3,0.0017657445556209534
2012-09-30,Energy,1,1792,11,0.006138392857142857
2012-09-30,Finance,1,1792,13,0.007254464285714286
2012-09-30,Healthcare,1,1896,5,0.0026371308016877636
2012-09-30,Technology,1,1984,4,0.0020161290322580645
2012-09-30,Utilities,1,2105,7,0.00332541567695962
2012-10-31,Basic Materials,1,1585,4,0.002523659305993691
2012-10-31,Capital Goods,1,1523,3,0.001969796454366382
2012-10-31,Consumer,1,1788,3,0.0016778523489932886
2012-10-31,Energy,1,1651,9,0.005451241671714113
2012-10-31,Finance,1,1808,3,0.00165929203539823
2012-10-31,Healthcare,1,1793,3,0.0016731734523145567
2012-10-31,Technology,1,2111,5,0.0023685457129322598
2012-10-31,Utilities,1,2218,6,0.002705139765554554
2012-11-30,Basic Materials,1,1558,8,0.005134788189987163
2012-11-30,Capital Goods,1,1600,11,0.006875
2012-11-30,Consumer,1,1565,2,0.0012779552715654952
2012-11-30,Energy,1,1612,5,0.003101736972704715
2012-11-30,Finance,1,1638,9,0.005494505494505495
2012-11-30,Healthcare,1,1917,3,0.001564945226917058
2012-11-30,Technology,1,2014,15,0.007447864945382324
2012-11-30,Utilities,1,2177,6,0.002756086357372531
2012-12-31,Basic Materials,1,1556,3,0.0019280205655526992
2012-12-31,Capital Goods,1,1550,7,0.004516129032258065
2012-12-31,Consumer,1,1531,4,0.002612671456564337
2012-12-31,Energy,1,1704,4,0.002347417840375587
2012-12-31,Finance,1,1761,13,0.0073821692220329355
2012-12-31,Healthcare,1,1858,5,0.002691065662002153
2012-12-31,Technology,1,1943,2,0.001029336078229542
2012-12-31,Utilities,1,2113,5,0.00236630383341221
2013-01-31,Basic Materials,1,1502,12,0.007989347536617843
2013-01-31,Capital Goods,1,1576,8,0.005076142131979695
2013-01-31,Consumer,1,1584,4,0.0025252525252525255
2013-01-31,Energy,1,1804,17,0.009423503325942351
2013-01-31,Finance,1,1715,19,0.011078717201166181
2013-01-31,Healthcare,1,1963,5,0.0025471217524197657
2013-01-31,Technology,1,2023,13,0.006426099851705388
2013-01-31,Utilities,1,2024,6,0.0029644268774703555
2013-02-28,Basic Materials,1,1507,6,0.003981420039814201
2013-02-28,Capital Goods,1,1538,4,0.002600780234070221
2013-02-28,Consumer,1,1784,2,0.0011210762331838565
2013-02-28,Energy,1,1821,19,0.01043382756727073
2013-02-28,Finance,1,1922,23,0.011966701352757543
2013-02-28,Healthcare,1,1876,14,0.007462686567164179
2013-02-28,Technology,1,2023,3,0.0014829461196243204
2013-02-28,Utilities,1,2229,6,0.0026917900403768506
2013-03-31,Basic Materials,1,1405,3,0.002135231316725979
2013-03-31,Capital Goods,1,1557,3,0.0019267822736030828
2013-03-31,Consumer,1,1647,1,0.0006071645415907711
2013-03-31,Energy,1,1645,6,0.00364741641337386
2013-03-31,Finance,1,1772,13,0.007336343115124154
2013-03-31,Healthcare,1,2009,4,0.001991040318566451
2013-03-31,Technology,1,2102,6,0.0028544243577545195
2013-03-31,Utilities,1,2207,6,0.002718622564567286
2013-04-30,Basic Materials,1,1592,10,0.00628140703517588
2013-04-30,Capital Goods,1,1529,18,0.011772400261608895
2013-04-30,Consumer,1,1588,3,0.001889168765743073
2013-04-30,Energy,1,1808,25,0.013827433628318585
2013-04-30,Finance,1,1857,10,0.005385029617662897
2013-04-30,Healthcare,1,1847,5,0.0027070925825663237
2013-04-30,Technology,1,2017,8,0.0039662865642042635
2013-04-30,Utilities,1,2138,4,0.0018709073900841909
2013-05-31,Basic Materials,1,1521,11,0.007232084155161078
2013-05-31,Capital Goods,1,1584,6,0.003787878787878788
2013-05-31,Consumer,1,1739,7,0.0040253018976423235
2013-05-31,Energy,1,1754,11,0.006271379703534778
2013-05-31,Finance,1,1681,6,0.003569303985722784
2013-05-31,Healthcare,1,1885,7,0.003713527851458886
2013-05-31,Technology,1,2124,7,0.003295668549905838
2013-05-31,Utilities,1,2274,6,0.002638522427440633
2013-06-30,Basic Materials,1,1457,5,0.0034317089910775567
2013-06-30,Capital Goods,1,1638,5,0.0030525030525030525
2013-06-30,Consumer,1,1658,4,0.0024125452352231603
2013-06-30,Energy,1,1705,14,0.008211143695014663
2013-06-30,Finance,1,1797,10,0.005564830272676683
2013-06-30,Healthcare,1,1928,4,0.002074688796680498
2013-06-30,Technology,1,1977,2,0.0010116337885685382
2013-06-30,Utilities,1,2248,5,0.002224199288256228
2013-07-31,Basic Materials,1,1482,10,0.006747638326585695
2013-07-31,Capital Goods,1,1533,8,0.005218525766470972
2013-07-31,Consumer,1,1635,7,0.004281345565749235
2013-07-31,Energy,1,1714,15,0.008751458576429404
2013-07-31,Finance,1,1929,11,0.005702436495593572
2013-07-31,Healthcare,1,2022,10,0.004945598417408506
2013-07-31,Technology,1,2069,3,0.0014499758337361043
2013-07-31,Utilities,1,2316,5,0.002158894645941278
2013-08-31,Basic Materials,1,1589,5,0.0031466331025802393
2013-08-31,Capital Goods,1,1516,5,0.0032981530343007917
2013-08-31,Consumer,1,1666,4,0.0024009603841536613
2013-08-31,Energy,1,1796,11,0.006124721603563474
2013-08-31,Finance,1,1965,20,0.010178117048346057
2013-08-31,Healthcare,1,1844,2,0.0010845986984815619
2013-08-31,Technology,1,2077,2,0.0009629272989889263
2013-08-31,Utilities,1,2078,8,0.0038498556304138597
2013-09-30,Basic Materials,1,1616,2,0.0012376237623762376
2013-09-30,Capital Goods,1,1533,6,0.003913894324853229
2013-09-30,Consumer,1,1598,2,0.0012515644555694619
2013-09-30,Energy,1,1770,10,0.005649717514124294
2013-09-30,Finance,1,1898,17,0.008956796628029505
2013-09-30,Healthcare,1,1985,5,0.0025188916876574307
2013-09-30,Technology,1,2105,7,0.00332541567695962
2013-09-30,Utilities,1,2297,3,0.00130605137135394
2013-10-31,Basic Materials,1,1412,5,0.0035410764872521247
2013-10-31,Capital Goods,1,1548,9,0.005813953488372093
2013-10-31,Consumer,1,1688,10,0.005924170616113744
2013-10-31,Energy,1,1702,6,0.0035252643948296123
2013-10-31,Finance,1,1894,18,0.009503695881731784
2013-10-31,Healthcare,1,1978,10,0.005055611729019211
2013-10-31,Technology,1,2165,10,0.004618937644341801
2013-10-31,Utilities,1,2250,9,0.004
2013-11-30,Basic Materials,1,1487,4,0.0026899798251513113
2013-11-30,Capital Goods,1,1635,8,0.004892966360856269
2013-11-30,Consumer,1,1569,1,0.0006373486297004461
2013-11-30,Energy,1,1910,5,0.002617801047120419
2013-11-30,Finance,1,1755,19,0.010826210826210826
2013-11-30,Healthcare,1,2018,9,0.0044598612487611496
2013-11-30,Technology,1,2127,3,0.0014104372355430183
2013-11-30,Utilities,1,2255,1,0.0004434589800443459
2013-12-31,Basic Materials,1,1388,6,0.004322766570605188
2013-12-31,Capital Goods,1,1487,7,0.004707464694014795
2013-12-31,Consumer,1,1618,8,0.004944375772558714
2013-12-31,Energy,1,1873,20,0.010678056593699947
2013-12-31,Finance,1,1898,9,0.004741833508956797
2013-12-31,Healthcare,1,1982,2,0.0010090817356205853
2013-12-31,Technology,1,2153,5,0.0023223409196470044
2013-12-31,Utilities,1,2194,4,0.0018231540565177757
2014-01-31,Basic Materials,1,1466,3,0.0020463847203274215
2014-01-31,Capital Goods,1,1605,14,0.008722741433021807
2014-01-31,Consumer,1,1674,2,0.0011947431302270011
2014-01-31,Energy,1,1701,5,0.0029394473838918285
2014-01-31,Finance,1,1928,15,0.007780082987551867
2014-01-31,Healthcare,1,2010,6,0.0029850746268656717
2014-01-31,Technology,1,2161,4,0.0018509949097639982
2014-01-31,Utilities,1,2236,5,0.0022361359570661895
2014-02-28,Basic Materials,1,1493,5,0.003348961821835231
2014-02-28,Capital Goods,1,1636,4,0.0024449877750611247
2014-02-28,Consumer,1,1714,5,0.0029171528588098016
2014-02-28,Energy,1,1786,9,0.005039193729003359
2014-02-28,Finance,1,1846,10,0.005417118093174431
2014-02-28,Healthcare,1,2033,1,0.0004918839153959665
2014-02-28,Technology,1,2032,7,0.0034448818897637795
2014-02-28,Utilities,1,2403,4,0.0016645859342488557
2014-03-31,Basic Materials,1,1428,4,0.0028011204481792717
2014-03-31,Capital Goods,1,1583,5,0.003158559696778269
2014-03-31,Consumer,1,1779,10,0.005621135469364812
2014-03-31,Energy,1,1728,12,0.006944444444444444
2014-03-31,Finance,1,2016,26,0.012896825396825396
2014-03-31,Healthcare,1,2030,4,0.0019704433497536944
2014-03-31,Technology,1,2094,6,0.0028653295128939827
2014-03-31,Utilities,1,2363,6,0.0025391451544646637
2014-04-30,Basic Materials,1,1520,3,0.001973684210526316
2014-04-30,Capital Goods,1,1549,6,0.003873466752743706
2014-04-30,Consumer,1,1617,1,0.0006184291898577613
2014-04-30,Energy,1,1868,33,0.017665952890792293
2014-04-30,Finance,1,1812,5,0.0027593818984547464
2014-04-30,Healthcare,1,2024,12,0.005928853754940711
2014-04-30,Technology,1,2328,3,0.001288659793814433
2014-04-30,Utilities,1,2236,4,0.0017889087656529517
2014-05-31,Basic Materials,1,1439,6,0.004169562195969423
2014-05-31,Capital Goods,1,1588,9,0.005667506297229219
2014-05-31,Consumer,1,1615,6,0.0037151702786377707
2014-05-31,Energy,1,1784,12,0.006726457399103139
2014-05-31,Finance,1,1890,11,0.00582010582010582
2014-05-31,Healthcare,1,1987,5,0.0025163563160543532
2014-05-31,Technology,1,2267,4,0.00176444640494045
2014-05-31,Utilities,1,2356,5,0.0021222410865874364
2014-06-30,Basic Materials,1,1570,6,0.003821656050955414
2014-06-30,Capital Goods,1,1715,16,0.009329446064139942
2014-06-30,Consumer,1,1663,6,0.0036079374624173183
2014-06-30,Energy,1,1914,15,0.007836990595611285
2014-06-30,Finance,1,1994,15,0.007522567703109328
2014-06-30,Healthcare,1,2088,2,0.0009578544061302681
2014-06-30,Technology,1,2105,2,0.0009501187648456057
2014-06-30,Utilities,1,2254,4,0.001774622892635315
2014-07-31,Basic Materials,1,1514,3,0.0019815059445178335
2014-07-31,Capital Goods,1,1407,11,0.007818052594171997
2014-07-31,Consumer,1,1519,8,0.005266622778143515
2014-07-31,Energy,1,1885,10,0.005305039787798408
2014-07-31,Finance,1,1887,20,0.010598834128245893
2014-07-31,Healthcare,1,2098,4,0.0019065776930409914
2014-07-31,Technology,1,2110,1,0.00047393364928909954
2014-07-31,Utilities,1,2293,4,0.0017444395987788923
2014-08-31,Basic Materials,1,1532,7,0.0045691906005221935
2014-08-31,Capital Goods,1,1717,5,0.0029120559114735
2014-08-31,Consumer,1,1619,3,0.0018529956763434219
2014-08-31,Energy,1,1815,10,0.005509641873278237
2014-08-31,Finance,1,1921,10,0.0052056220718375845
2014-08-31,Healthcare,1,2183,1,0.0004580852038479157
2014-08-31,Technology,1,2158,4,0.0018535681186283596
2014-08-31,Utilities,1,2298,5,0.002175805047867711
2014-09-30,Basic Materials,1,1393,4,0.002871500358937545
2014-09-30,Capital Goods,1,1656,15,0.009057971014492754
2014-09-30,Consumer,1,1736,5,0.002880184331797235
2014-09-30,Energy,1,1781,13,0.0072992700729927005
2014-09-30,Finance,1,2074,15,0.007232401157184185
2014-09-30,Healthcare,1,2154,6,0.002785515320334262
2014-09-30,Technology,1,2160,5,0.0023148148148148147
2014-09-30,Utilities,1,2447,3,0.0012259910093992644
2014-10-31,Basic Materials,1,1550,9,0.005806451612903226
2014-10-31,Capital Goods,1,1591,7,0.0043997485857950975
2014-10-31,Consumer,1,1896,4,0.002109704641350211
2014-10-31,Energy,1,1868,17,0.009100642398286937
2014-10-31,Finance,1,1982,25,0.012613521695257316
2014-10-31,Healthcare,1,2146,2,0.0009319664492078285
2014-10-31,Technology,1,2209,10,0.004526935264825713
2014-10-31,Utilities,1,2348,3,0.0012776831345826234
2014-11-30,Basic Materials,1,1425,4,0.002807017543859649
2014-11-30,Capital Goods,1,1650,14,0.008484848484848486
2014-11-30,Consumer,1,1721,7,0.004067402672864613
2014-11-30,Energy,1,1812,12,0.006622516556291391
2014-11-30,Finance,1,1930,13,0.006735751295336788
2014-11-30,Healthcare,1,2049,3,0.0014641288433382138
2014-11-30,Technology,1,2134,4,0.0018744142455482662
2014-11-30,Utilities,1,2400,4,0.0016666666666666668
2014-12-31,Basic Materials,1,1591,10,0.006285355122564425
2014-12-31,Capital Goods,1,1707,10,0.005858230814294083
2014-12-31,Consumer,1,1837,9,0.004899292324442025
2014-12-31,Energy,1,1929,14,0.007257646448937273
2014-12-31,Finance,1,2019,19,0.009410599306587419
2014-12-31,Healthcare,1,2098,9,0.004289799809342231
2014-12-31,Technology,1,2203,6,0.0027235587834770767
2014-12-31,Utilities,1,2270,7,0.0030837004405286344
2015-01-31,Basic Materials,1,1505,8,0.0053156146179402
2015-01-31,Capital Goods,1,1679,4,0.0023823704586063135
2015-01-31,Consumer,1,1701,7,0.00411522633744856
2015-01-31,Energy,1,1924,12,0.006237006237006237
2015-01-31,Finance,1,2027,14,0.006906758756783424
2015-01-31,Healthcare,1,1986,11,0.0055387713997985906
2015-01-31,Technology,1,2220,11,0.004954954954954955
2015-01-31,Utilities,1,2226,4,0.0017969451931716084
2015-02-28,Basic Materials,1,1522,5,0.0032851511169513796
2015-02-28,Capital Goods,1,1559,12,0.007697241821680564
2015-02-28,Consumer,1,1725,10,0.005797101449275362
2015-02-28,Energy,1,1868,11,0.005888650963597431
2015-02-28,Finance,1,1925,13,0.006753246753246753
2015-02-28,Healthcare,1,2134,5,0.0023430178069353325
2015-02-28,Technology,1,2240,4,0.0017857142857142857
2015-02-28,Utilities,1,2374,15,0.006318449873631003
2015-03-31,Basic Materials,1,1517,5,0.0032959789057350032
2015-03-31,Capital Goods,1,1537,9,0.005855562784645413
2015-03-31,Consumer,1,1924,0,0.0
2015-03-31,Energy,1,1930,13,0.006735751295336788
2015-03-31,Finance,1,2047,12,0.005862237420615535
2015-03-31,Healthcare,1,2073,5,0.00241196333815726
2015-03-31,Technology,1,2342,12,0.005123825789923143
2015-03-31,Utilities,1,2263,10,0.004418912947414936
2015-04-30,Basic Materials,1,1582,5,0.0031605562579013905
2015-04-30,Capital Goods,1,1727,13,0.007527504342790967
2015-04-30,Consumer,1,1783,6,0.0033651149747616375
2015-04-30,Energy,1,1994,15,0.007522567703109328
2015-04-30,Finance,1,1979,12,0.00606366851945427
2015-04-30,Healthcare,1,2278,19,0.008340649692712906
2015-04-30,Technology,1,2292,16,0.006980802792321117
2015-04-30,Utilities,1,2299,9,0.0039147455415398
2015-05-31,Basic Materials,1,1573,4,0.0025429116338207248
2015-05-31,Capital Goods,1,1613,10,0.006199628022318661
2015-05-31,Consumer,1,1662,3,0.0018050541516245488
2015-05-31,Energy,1,1890,10,0.005291005291005291
2015-05-31,Finance,1,2062,12,0.005819592628516004
2015-05-31,Healthcare,1,2173,3,0.0013805798435342844
2015-05-31,Technology,1,2236,9,0.004025044722719142
2015-05-31,Utilities,1,2319,8,0.0034497628288055198
2015-06-30,Basic Materials,1,1535,3,0.001954397394136808
2015-06-30,Capital Goods,1,1670,5,0.0029940119760479044
2015-06-30,Consumer,1,1802,15,0.008324084350721421
2015-06-30,Energy,1,1828,9,0.004923413566739606
2015-06-30,Finance,1,2075,17,0.00819277108433735
2015-06-30,Healthcare,1,2201,5,0.002271694684234439
2015-06-30,Technology,1,2230,12,0.0053811659192825115
2015-06-30,Utilities,1,2291,4,0.001745962461807071
2015-07-31,Basic Materials,1,1504,2,0.0013297872340425532
2015-07-31,Capital Goods,1,1794,7,0.0039018952062430325
2015-07-31,Consumer,1,1870,7,0.0037433155080213902
2015-07-31,Energy,1,1949,10,0.00513083632632119
2015-07-31,Finance,1,2141,14,0.006539000467071462
2015-07-31,Healthcare,1,2146,9,0.004193849021435228
2015-07-31,Technology,1,2202,6,0.0027247956403269754
2015-07-31,Utilities,1,2239,5,0.0022331397945511387
2015-08-31,Basic Materials,1,1621,1,0.0006169031462060457
2015-08-31,Capital Goods,1,1633,3,0.001837109614206981
2015-08-31,Consumer,1,1794,6,0.0033444816053511705
2015-08-31,Energy,1,1961,5,0.0025497195308516064
2015-08-31,Finance,1,2036,7,0.00343811394891945
2015-08-31,Healthcare,1,2254,6,0.0026619343389529724
2015-08-31,Technology,1,2226,13,0.005840071877807727
2015-08-31,Utilities,1,2210,5,0.0022624434389140274
2015-09-30,Basic Materials,1,1659,7,0.004219409282700422
2015-09-30,Capital Goods,1,1689,7,0.0041444641799881585
2015-09-30,Consumer,1,1889,5,0.0026469031233456856
2015-09-30,Energy,1,1893,7,0.0036978341257263604
2015-09-30,Finance,1,2027,10,0.00493339911198816
2015-09-30,Healthcare,1,2111,3,0.0014211274277593558
2015-09-30,Technology,1,2104,8,0.0038022813688212928
2015-09-30,Utilities,1,2393,8,0.003343083994985374
2015-10-31,Basic Materials,1,1794,9,0.005016722408026756
2015-10-31,Capital Goods,1,1842,7,0.003800217155266015
2015-10-31,Consumer,1,1779,5,0.002810567734682406
2015-10-31,Energy,1,1767,21,0.011884550084889643
2015-10-31,Finance,1,1968,24,0.012195121951219513
2015-10-31,Healthcare,1,2069,6,0.0028999516674722086
2015-10-31,Technology,1,2242,8,0.003568242640499554
